,FullDesign,NFE,TargetRatioObjective,StiffnessObjective,FeasibilityScore,StabilityScore
16113,100000001000000010000101011001001101,1376,0.18666646885241348,-0.7056394793359679,1.0,0.8
16115,101000001110000111000101101010001101,1642,0.1283701250270318,-0.42805625667593206,0.8,1.0
16118,100100001000000000000101101010001101,9428,0.17139850180370236,-0.6427249660257898,1.0,1.0
16123,100100001001000000000101011010101101,4826,0.5576950853676983,-0.2713825300851616,0.4000000000000001,1.0
16125,101100001000000011000101001000001101,944,0.06666666666666662,-0.5502485582036171,1.0,0.6000000000000001
16126,100100001001000000000101001110001101,5368,0.14489490014388232,-0.5999726199801926,1.0,1.0
16138,111000000010000001000101001000011100,3972,0.24999964602317254,-0.244800717044848,0.6000000000000001,0.8
16148,100100001000000000000001001010011101,2390,0.16725233665884987,-0.5496923401126498,1.0,1.0
16153,101000001100000011000100001101000101,5370,0.1755633827884066,-0.6114857678420165,1.0,1.0
16156,101100001000000001000100011011000101,1192,0.2625326953121885,-0.5740075301450662,0.8,1.0
16165,101000001110000011000101001010011101,4032,0.0,-0.491343723747113,1.0,1.0
16170,100000001000001100000101001010011101,8954,0.5534270737805563,-0.2050788439502947,0.4000000000000001,1.0
16176,100100001001100000000100001010100101,5958,0.5977400086720375,0.3979295340573821,0.4000000000000001,1.0
16183,111110001000000001000101101011001101,514,0.31743782877013393,-0.4025514902469916,0.6000000000000001,1.0
16184,100100001000000010000101001010011101,1038,0.1501341362914858,-0.5903606941956653,1.0,1.0
16188,101000001000001011000101001011001101,3322,0.2309763598618768,-0.2620844909472935,0.6000000000000001,1.0
16190,101000001000000011000101100010001101,986,8.881784197001253e-17,-0.4667603532298039,1.0,1.0
16194,101000001001000001000001011001001101,2198,0.04561189988193355,-0.4710256308887783,1.0,0.9
16207,101000001010100011000100001011000101,1134,0.1791068010832389,-0.4191473204826441,0.8,1.0
16208,100000001000000100000101000010001101,6462,0.1876393202250021,-0.6107115550766998,1.0,0.8
16218,100010001000000010000101001011001101,2010,0.26462263745315856,-0.5585577769635858,0.8,1.0
16225,110100001001000000000101001010001101,4844,0.5542568846316854,-0.3219803776853036,0.4000000000000001,0.8
16231,101000001000000011000100101010000101,1156,0.14279700360740466,-0.6427249660257895,1.0,1.0
16232,101100001100000001000101011001101101,1688,0.4926288134580907,-0.2185643676006847,0.4000000000000001,1.0
16235,101000001010000001000100001110000101,3202,0.1277709552309751,-0.6453464503347024,1.0,0.8
16239,100000001010000000000100001001000101,4904,0.1998,-1.780236340633774e-05,1.0,0.6000000000000001
16242,100100001001100000000101001001001101,2030,0.3318165712597065,-0.3506107224630394,0.6000000000000001,1.0
16245,101000001001000011000101011001001101,2330,0.1774701522577558,-0.485191194266108,0.8,1.0
16253,101000001001000001000101001101001101,5568,0.06388547761548752,-0.5171879546537633,1.0,1.0
16255,101000001000000011000101011110011101,4202,0.4684848937052146,-0.1632896207114341,0.4000000000000001,1.0
16261,101110001000000001000101010001001101,3618,0.06898089356541334,-0.5374591012277101,1.0,0.8
16266,100100001100000010000101001010001101,1912,0.2192310797953161,-0.4934506811876089,0.8,0.8
16270,101000001001000001000101101001001101,3532,0.0613270459830493,-0.5387639168070347,1.0,1.0
16271,100000001001000000001101011001001101,5662,0.5204245861342002,-0.19126175712737453,0.4000000000000001,1.0
16273,101000000001000001000101001010001100,5850,0.08938799701701962,-0.3303317087579675,1.0,0.8
16278,100100001001100000000101001010001101,2106,0.31868462139991954,-0.32764730251970514,0.6000000000000001,0.8
16281,101000001011000101000101001000001101,7398,0.3079239055120597,-0.39095031712540346,0.6000000000000001,0.9
16282,101100001000000001000101000111001101,2772,4.440892098500625e-17,-0.41300999375040987,1.0,1.0
16286,100110001000000000000101000010001101,3770,0.1564578863936025,-0.5365780192534226,1.0,0.8
16297,101100001010000001000100001010010101,6128,0.10187270640876127,-0.5953904619644039,1.0,1.0
16310,100100101000000000000101001010001101,1858,0.22427821370836787,-0.4905351551338077,0.8,0.8
16322,100100000001000000000101011000001100,1534,0.15999887730668375,-0.440414489560412,1.0,0.8
16340,100110001000000000000100001011000101,1270,0.1998,-1.2416009650334676e-05,1.0,1.0
16346,101010001001000001000101011001001101,3624,0.10107936320373984,-0.6065811617134654,1.0,1.0
16350,001000001010001001000100001001000001,8462,0.09750925676985586,-0.14953813137982847,0.8,0.9
16351,100010001000000010000101101110001101,5446,0.3884339233642983,-0.4053300193799097,0.6000000000000001,1.0
16357,101000001000001011000101011010001101,792,0.4319454219137848,-0.13757558078248885,0.4000000000000001,1.0
16362,101000101000000101000101001010001101,3858,0.2755008688273337,-0.3450479280499948,0.6000000000000001,0.9
16365,111000001000000101010101001010011101,9178,0.4816900586170115,-0.2060506822540389,0.4000000000000001,1.0
16371,100000001000000100010101001011001101,1478,0.3773358147248752,-0.3811701030059759,0.6000000000000001,1.0
16377,100100001000000000000100011010000101,7072,0.2967100130080564,0.0968959483199958,0.8,1.0
16378,100000001110000010000101101010001101,3040,0.1056429051666791,-0.5668222087048451,1.0,1.0
16380,101000001000000001100100001010010101,2022,0.5509178797995087,-0.21844119499518336,0.4000000000000001,0.9
16393,101000001000000101001101001010001101,4154,0.4327904841431612,-0.17112939896741305,0.4000000000000001,0.9
16401,101100001000000111000101001010011101,4958,0.14766221849264435,-0.4446053306098369,0.8,1.0
16403,101100001000000011000101001110101101,888,0.15438347385583134,-0.4626031337640448,0.8,1.0
16411,111000000000000011000101001010101100,8582,0.24295684479686036,-0.22792007772977094,0.6000000000000001,0.8
16417,110100001000000010000001000010001101,644,0.3701867887732756,-0.4161171881375019,0.6000000000000001,0.6000000000000001
16418,101000001110000001000101001010101101,2832,0.13056758492827725,-0.476733268249557,0.8,1.0
16421,101100001001000001000101000001001101,6696,0.0,-0.4413826138061824,1.0,1.0
16430,100100001001000000000001001010001101,6242,0.13072181381731354,-0.5496923401126499,1.0,0.8
16453,100100001011000000000101011001001101,2848,0.15214637924860494,-0.6271787689962659,1.0,1.0
16466,100100001000000100000001101110001101,4138,0.3903520775650725,-0.3783035150868455,0.6000000000000001,1.0
16467,101000001010000011001101001010001101,4120,0.461825486287525,-0.07993855295765129,0.4000000000000001,0.8
16469,100000101001000010000001001001001101,5678,0.1714347845599714,-0.2798624001454764,0.8,1.0
16478,101100001011000001000101001110001101,8248,0.0,-0.4913437237471132,1.0,1.0
16486,101000001000000111000100001010010101,4682,0.15246068126046794,-0.65041994005876,1.0,1.0
16492,100101001000000010000101001011001101,1244,0.3112814124209247,-0.3140171022932607,0.6000000000000001,1.0
16498,111100001000000101000101001010001101,3152,0.4935797676547327,-0.2804342443021049,0.4000000000000001,0.9
16499,100100001001000000000101011111001101,1486,0.3751605604266198,-0.3692398784310021,0.6000000000000001,1.0
16507,111000001001000001000100000011000101,532,0.5979400086720374,-0.249469415854427,0.4000000000000001,1.0
16508,101000001000000001000101001010101101,1930,0.18603587497833607,-0.5581470774699562,0.8,0.9
16512,001000001000000001000101001011001001,732,0.15857864376269046,-0.2520345974268762,1.0,0.6000000000000001
16513,101000001000000001000101011101001101,2120,0.18603587497833607,-0.4786406523054813,0.8,0.6000000000000001
16514,101010001000000001000101001011001101,4032,0.09249592294409506,-0.6103760600512953,1.0,1.0
16515,101000001100000001000100001010000101,4458,0.2,-0.7039057180599009,1.0,0.8
16516,100000001000000100000100101001100101,5978,0.4147092456227279,-0.4612798795309549,0.6000000000000001,1.0
16517,101000001010000101000001001010001101,6880,0.12356976603312755,-0.3803796936464224,0.8,0.9
16520,101000001000001001000101001010001101,6330,0.12043404201564314,-0.4440018221505078,0.8,0.7000000000000001
16530,101100001000000011000101101110001101,8228,0.12757540776671014,-0.4119081099482387,0.8,1.0
16531,100010001000000000010101001000011101,1158,0.4216487496163563,0.22183796255619853,0.6000000000000001,0.9
16533,101000101000000011000100001001000101,2312,0.23963928998023384,-0.4981488172036283,0.8,1.0
16542,101100000000000101000101001001001100,4930,0.13202421937597172,-0.27022152319284576,0.8,0.8
16543,100100001001001000000101001001001101,2398,0.2154468136831838,-0.4723191170667138,0.8,1.0
16546,101010001000000011000100001011000101,6832,0.2730044154307105,-0.5585577769635858,0.8,1.0
16549,100000001010000010000101011000001101,1434,0.2,-0.7016466066105526,1.0,1.0
16552,101000001000001011000101000001001101,8308,0.09835777088387164,-0.38343747816949214,0.8,1.0
16556,001110101000000001000101101011001001,730,0.14910033761222755,-0.2483646391178348,0.8,1.0
16568,100000001000000100010101001010001101,3986,0.2510072183282317,-0.5492346286833747,0.8,0.9
16571,100000001000000010000101001110001101,3130,0.16868239716593966,-0.6670974743304074,1.0,1.0
16574,101000001000000001000100001010010101,8076,0.17033803085754412,-0.7039057180599008,1.0,0.8
16578,101000000100000101000101001001001100,4308,0.054593487164516966,-0.30406887717145864,1.0,0.8
16581,101000000010000101000101101010001100,6482,0.27231953628965794,-0.1941100912255556,0.8,1.0
16583,100100001011000000000101001011001101,2080,0.09532551196461422,-0.5731040321645609,1.0,1.0
16588,101100101010000001000101001010001101,2946,0.13737782667262352,-0.3801960682721591,0.8,0.8
16600,101000001000000011100101000010011101,3754,0.39794000867203744,-0.037632258800410816,0.4000000000000001,1.0
16604,101010001011000001000101001011001101,3988,0.1282477126532812,-0.441631421899632,0.8,1.0
16615,101000000000000101000101101010001100,8020,0.05694823132722492,-0.3140251340676385,1.0,1.0
16619,100100001001100000000101001011001101,1562,0.3220753116040016,-0.31362705124840434,0.6000000000000001,1.0
16627,100001001011000000000101001001001101,4830,0.3027460029231439,-0.3279191562567824,0.6000000000000001,1.0
16634,001000001000000101000101001110001001,3160,0.026924723783977055,-0.33487782533978494,1.0,0.8
16635,100000001001000110000101001010001101,6420,0.3658626026838223,-0.4285711904424038,0.6000000000000001,0.9
16636,101000001000000111000101001111001101,2280,0.07626530837146582,-0.5595131467721012,1.0,1.0
16637,101000001000000011000100001010010101,5178,0.14279700360740466,-0.6427249660257893,1.0,1.0
16644,100000001000000010000101101010101101,1582,0.3980790902465903,-0.4285711904424038,0.6000000000000001,1.0
16646,100100001000001000000101001101001101,2504,0.2325594385533343,-0.4680501323250485,0.8,1.0
16648,101000001000000011000101101110001101,8150,0.1444639850179015,-0.4409241264252168,0.8,1.0
16654,101000000011000101000101011001001100,4750,0.24455924052367276,-0.21244307087656786,0.6000000000000001,1.0
16656,100000000000000000000101001010011100,4248,0.2000000000000001,-0.3954690831845637,1.0,0.4000000000000001
16663,110000001000000100000101001010011101,3658,0.4149674289137861,-0.5446189978483753,0.6000000000000001,1.0
16666,101000001000000011010001001010001101,1672,0.20032831718778807,-0.2552149325091543,0.8,0.8
16668,001000001011000001000101001001001001,8910,0.2621320343559644,-0.2219011957404723,1.0,1.0
16682,100010001000000100000101001110101101,1606,0.4091834676127262,-0.4931952811742805,0.6000000000000001,1.0
16689,101100001000000011000101100010001101,2884,0.03255352400963472,-0.4204136934764182,1.0,1.0
16690,101100001001000001000001001101001101,3128,0.03203074980127454,-0.4864372383314394,1.0,1.0
16693,001000001010000001000100001010010011,3270,0.456518652434728,-0.01434265339888213,0.4000000000000001,0.8
16699,000000001001000100000101001010001001,2758,0.2270869870829049,-0.26912198354943995,0.8,0.8
16711,110000001100000010000101101010001101,9116,0.5549062413901276,-0.28373245948009623,0.4000000000000001,1.0
16717,101000000010000001000101101010101100,4238,0.396743482458896,-0.06858466116631584,0.6000000000000001,0.9
16720,101000101000000101000101001010011101,6608,0.2715915495762252,-0.3174716072158424,0.6000000000000001,1.0
16722,100100001000000000000001001011001101,904,0.16000000000000006,-0.5432324448796015,1.0,0.8
16725,101000101000000011000101001001001101,6064,0.11857431218624395,-0.4191473204826441,0.8,1.0
16726,100000001000001010000101101010001101,5746,0.3517797197861898,-0.3258529386754649,0.6000000000000001,1.0
16729,101000001000000101000100101110000101,7316,0.2732424820992104,-0.5689462126266114,0.8,1.0
16746,111010001000000001000101000011001101,626,0.3221783612011462,-0.3944341141070503,0.6000000000000001,1.0
16747,101000001000000101000111000010001101,3554,0.3109746115866361,-0.3871944350898284,0.6000000000000001,0.8
16754,100000001001001000000101011011001101,1012,0.3671162762855577,-0.34420629691958954,0.6000000000000001,1.0
16759,100000001100000000000101001011001101,1502,0.17139850180370236,-0.6427249660257898,1.0,1.0
16763,101001001001000001000101001001001101,6118,0.3979400086720375,-0.09881680470211024,0.4000000000000001,1.0
16765,101100001000000101000101101001001101,3398,0.17653054151275505,-0.5054542409851323,0.8,1.0
16766,100000001000000010000101011010001101,4130,0.27241248115382144,-0.6047365936024962,0.8,1.0
16773,101000001011000001000101001110011101,9476,2.2204460492503126e-17,-0.4970278668089063,1.0,1.0
16781,101100001000000101000100001001000101,4512,0.2792779642550507,-0.6253617951130084,0.8,0.8
16788,100100001010100000000001001011001101,3854,0.13814693184121146,-0.3326962980151729,0.8,0.8
16791,100000001100000100000100001001000101,5692,0.1998,-1.3538158427626315e-05,1.0,1.0
16794,100000001011000000000101001101001101,6752,0.12232106678725978,-0.5903606941956653,1.0,1.0
16796,101000001011000011000101001001101101,4406,0.2932128228712071,-0.3336208940441932,0.6000000000000001,1.0
16798,101000001000000101001101000001001101,7618,0.24850850264142754,-0.209367468655339,0.6000000000000001,0.7000000000000001
16799,101000000010000011000101000011001100,866,0.5742640687119283,-0.1647928564772954,1.0,1.0
16801,101100001001000001000101001010101101,2770,0.16388002424839587,-0.4861208016769822,0.8,1.0
16803,100000001000100100000101001010001101,6024,0.3759459549365317,-0.4242958920750747,0.6000000000000001,0.9
16806,101000001010000011000101011010101101,6002,0.4550105822024607,-0.19408887313816373,0.4000000000000001,1.0
16807,101000000000000101000101001110001100,6792,0.0269247237839771,-0.3348778253397849,1.0,0.8
16809,101000001010000111000101001010001101,2654,0.13056758492827722,-0.4767332682495569,0.8,0.9
16821,101000101000000011000101011010001101,3446,0.4319454219137848,-0.13757558078248905,0.4000000000000001,1.0
16822,101000000000000001000101011001001100,5826,0.04248239523702861,-0.3402920188838872,1.0,0.6000000000000001
16832,101100001000000011000101001110011101,4382,0.030665394758653732,-0.508818122956295,1.0,1.0
16836,100100001010000000000100001010100101,2574,0.2967100130080564,0.09689715556018244,0.8,1.0
16838,101000000001000001000101001010101100,4256,0.10256689246361296,-0.3182742372238535,0.8,1.0
16843,101000001000000011001101001011001101,2364,0.4106412557652663,-0.08684731869740059,0.4000000000000001,1.0
16859,111000001000000101000101001010011101,9382,0.33158178619009826,-0.4586574631149407,0.6000000000000001,1.0
16864,100000001000000100000101000010011101,4304,0.1881543593476824,-0.559908008774225,1.0,0.9
16868,101110001001000001010101000001001101,6700,0.399839603324705,-0.023307777714759392,0.4000000000000001,1.0
16873,101100001000001001000100001011000101,2830,0.2256550393254839,-0.4712892783781274,0.8,1.0
16874,100100101100000000000101001001001101,4478,0.5124855863045786,-0.17277643354996292,0.4000000000000001,1.0
16876,100101001000000010000101000011001101,746,0.2904778997178803,-0.25959098045687223,0.6000000000000001,0.8
16895,110000001000000100000101001010001101,5940,0.4147967324719607,-0.6059777139510076,0.6000000000000001,0.9
16909,101100001111000001000101001011001101,5212,0.09691001300805648,-0.3900191185890621,0.8,1.0
16919,110000001000000010000101101010001101,3234,0.4000071875961804,-0.4980716367409848,0.6000000000000001,1.0
16930,101100001010000011000101001111001101,726,0.0,-0.4940066938185174,1.0,1.0
16933,101100001110000001000101001000001101,5864,0.16563922304195589,-0.4554249042733994,0.8,0.8
16948,100000001000000010000101001101001101,5348,0.17474128165562847,-0.6599206222982574,1.0,0.8
16958,100000001000000010010101001010011101,3378,0.2264360424869385,-0.4492605602941015,0.8,1.0
16959,001100000000000001000101011001001000,6450,0.1998,-1.3538158427626315e-05,1.0,0.8
16963,101010001000000101000101001010101101,4804,0.3384925438887205,-0.4579285746051968,0.6000000000000001,1.0
16967,101100001011000001000101101010001101,3370,0.0,-0.4913437237471132,1.0,1.0
16974,101000001001000001010101101001001101,1460,0.41727237039714615,-0.07557367697163814,0.4000000000000001,1.0
16978,100010001000000010000101001001011101,900,0.4010731818269199,-0.4486342510242544,0.6000000000000001,1.0
16982,101000001010000001010101011001001101,5524,0.4319454219137848,-0.13757558078248894,0.4000000000000001,0.9
16992,101000001000000001010100001010000101,5900,0.2518916084942339,-0.5402831611815174,0.8,0.7000000000000001
17000,101000001010100001000100001010000101,4210,0.1861628252549386,-0.4882081665540545,0.8,0.7000000000000001
17001,111000000010000001000101001110001100,5338,0.315718935539672,-0.1518728260883196,0.6000000000000001,0.8
17007,101000001110000011000101101010001101,6130,8.881784197001253e-17,-0.4970278668089063,1.0,1.0
17010,101100001000000001001101001010001101,3144,0.4201864855288794,-0.110629150785075,0.4000000000000001,0.8
17015,101000001100000111000101001110001101,4664,0.06977585245877434,-0.5557921651490756,1.0,1.0
17018,101110001000000011000101001011011101,930,0.2786566687258782,-0.31822026172444234,0.6000000000000001,1.0
17021,101000000010000011000101001010011100,4466,0.20763378399719148,-0.29212027331302154,1.0,1.0
17026,111000001000000011000100011001000101,1572,0.4045489161194289,-0.5462994438456004,0.6000000000000001,0.8
17031,100100001001000000001101011001001101,1944,0.5099286444215331,-0.1911788138951213,0.4000000000000001,1.0
17038,101100000000000001000101011001001100,1010,0.03511420636791538,-0.36713153620090216,1.0,0.8
17041,100000001000000010000101101010011101,4598,0.17263251276238356,-0.5999726199801924,1.0,1.0
17045,101000101010000011000101001010001101,1564,0.13737782667262352,-0.380196068272159,0.8,0.8
17046,100010001000000100000100001011000101,4280,0.2969100130080564,-0.4719574126169159,0.8,1.0
17047,101100001000000011000101001011101101,790,0.27932221046413125,-0.33766439715574464,0.6000000000000001,1.0
17050,001000001000001101000101001010001001,5868,0.3422932327336453,-0.07242513828170805,0.6000000000000001,0.9
17056,100100001101000000000001001001001101,3898,0.18995026505222865,-0.3891799675928886,0.8,1.0
17064,100100001000000000000101101001001101,4872,0.17961681294227078,-0.6667282831429524,1.0,1.0
17069,101000001000000001010101001010011101,7090,0.12144374179246227,-0.4111130886670831,0.8,0.9
17070,100000001000000100000100001011000101,2048,0.1998,-1.4064688060602136e-05,1.0,1.0
17073,101000001110000011000101001001001101,3680,0.04675345598524985,-0.5235785401304921,1.0,1.0
17076,101100001000000001000101001000101101,4322,0.08912586197027975,-0.6351795861047818,1.0,0.8
17077,101000001110000001000101101001011101,5712,0.1332959169141425,-0.4104658410153844,0.8,1.0
17080,101000001010000011000001001011001101,762,0.12071067811865475,-0.34030496096840424,1.0,1.0
17088,101110001000000001000100001010000101,9114,0.17550246814576506,-0.7016466066105526,1.0,0.8
17089,100100000001000100000101001010001100,4110,0.3266772642358602,-0.20458972670091613,0.6000000000000001,0.9
17090,101100001000000001010100001010000101,2502,0.22427821370836787,-0.4905351551338077,0.8,0.8
17096,101100001000000011000001001111001101,752,0.0,-0.4508455796374691,1.0,1.0
17107,101000001000000011010101001001001101,5284,0.24351304879454386,-0.2942085838743442,0.6000000000000001,1.0
17110,100100001000000000010001001010001101,2216,0.2074418850637608,-0.3993204661006597,0.8,0.6000000000000001
17117,100000001000000010000001001010001101,3660,0.15857864376269046,-0.4998699383398025,1.0,0.6000000000000001
17120,101000001001000011000101001010011101,4320,0.13516890657792185,-0.43039673697432895,0.8,1.0
17123,001000001011000001000101001001011001,5124,0.38516243486039536,-0.10129381844251074,0.8,1.0
17127,101000101001000001000101001110001101,5584,0.25063693411831944,-0.2598747899910937,0.6000000000000001,1.0
17136,100000001000000000001101001010001101,3684,0.3551820829496897,-0.4198624803301677,0.6000000000000001,0.6000000000000001
17146,100000001000000000000111001010001101,5464,0.5979400086720374,-0.4576749645899945,0.4000000000000001,0.6000000000000001
17149,101100001001000011000100001010010101,9276,0.22184095592321296,-0.4661751012005712,0.8,1.0
17167,101000001010000111000101001011001101,1546,0.12945364283550434,-0.44720087195706654,0.8,1.0
17174,100010001000000000000101001011001101,4756,0.19129451375359136,-0.7016466066105526,1.0,1.0
17175,011100001000000011000101001010011001,6788,0.16367939199708387,-0.2437916103471255,0.8,1.0
17177,000000001001000100000101011011001001,1322,0.37633495808116996,-0.1971555508849735,0.6000000000000001,0.9
17180,100000001000000000010101001001001101,4240,0.3768303451025339,-0.3926896884024584,0.6000000000000001,0.9
17184,101000001000000001000100001110000101,3226,0.2,-0.7039057180599009,1.0,0.8
17191,100100001000000100000101001110001101,3220,0.26462263745315856,-0.5585577769635861,0.8,1.0
17192,101000001010000011001101001011001101,2296,0.4592670546550868,-0.05803967531066018,0.4000000000000001,1.0
17199,000100001100000010000101000011001001,1410,0.09691001300805643,-0.1712335885894204,0.8,1.0
17205,101000101000000001000100001001000101,8788,0.251891608494234,-0.5176284250107583,0.8,0.9
17210,100000001010001010000101001011001101,3236,0.3040455376915389,-0.2942085838743442,0.6000000000000001,1.0
17212,100001101000000000000100001010010101,4180,0.4216487496163563,0.2218369085449032,0.6000000000000001,0.9
17218,101100101000000011000101001010011101,6218,0.11464010812014258,-0.35981168334606656,0.8,1.0
17225,100000001000000100000101011010001101,5396,0.28944848372413695,-0.6769894541240578,0.8,1.0
17227,101000001000000001000101001011011101,634,0.16563922304195594,-0.4554249042733992,0.8,0.8
17230,101000001000101001000100001011000101,2654,0.3325443998271682,-0.2847279583641104,0.6000000000000001,0.9
17232,101000001010000101000001001101001101,3476,0.11161681121143116,-0.3871459808707334,0.8,1.0
17235,101000001000000101000101011010011101,4612,0.3245143461691047,-0.4137757530087374,0.6000000000000001,1.0
17236,100000001000000000000101001101001101,4538,0.2000000000000001,-0.6518789338555221,1.0,0.6000000000000001
17239,111010000000000001000100001011010100,604,0.3966424001891275,-0.33749559462906403,0.6000000000000001,1.0
17240,101000001100000011000101101000001101,3990,0.06059794030495458,-0.5452462465515735,1.0,1.0
17241,101100000000000011000101011010011100,6322,0.2755996454104882,-0.13599839410362466,0.6000000000000001,1.0
17265,101100000001000001000101011000001100,5362,0.0010572270926575646,-0.3866740789591694,1.0,0.8
17271,101000001010100101000101001010001101,3958,0.39794000867203744,-0.13454117611500144,0.4000000000000001,0.9
17272,101000001101000011000101001010001101,1690,0.13516890657792174,-0.43039673697432895,0.8,0.8
17281,101000001011000101000000001010000101,7884,0.3497067849511541,-0.29379874155520264,0.6000000000000001,0.9
17282,100000001000001100000101001000101101,4224,0.5977400086720375,0.39792982436345004,0.4000000000000001,0.9
17292,100000001010000010000101001011011101,2508,0.22221005891290455,-0.4609375100073017,0.8,1.0
17295,100100001000000010000101001000001101,896,0.2,-0.651878933855522,1.0,0.6000000000000001
17297,111000001010000011000101000011001101,618,0.4303982649383538,-0.1711666847434435,0.4000000000000001,1.0
17307,100000001000100010000101001001001101,900,0.23963928998023384,-0.4981488172036283,0.8,1.0
17309,101000101000000011000101001010001101,6122,0.09762869778685723,-0.4103394037357139,0.8,0.8
17310,111010001000000011000101001011001101,748,0.4964010270381799,-0.24630266969596745,0.4000000000000001,1.0
17318,101000001111000001000101001011001101,8312,0.0,-0.4970278668089063,1.0,1.0
17322,101000001010100001000100001110000101,5608,0.1824896175051208,-0.45010027938847547,0.8,0.9
17323,101000001011000011000101001001001101,6042,0.14366346899330626,-0.4266685271224358,0.8,1.0
17324,101000101000100001000101001010001101,3698,0.4163615746742635,-0.07130794336835483,0.4000000000000001,0.7000000000000001
17327,101000001000000011000001001011001101,914,0.04142135623730954,-0.3668323721357446,1.0,1.0
17333,100000000000000000000100101001000100,6510,0.1998,-2.1936660504591567e-05,1.0,0.20000000000000015
17337,101000001000000011000101001001101101,1376,0.18013639717650975,-0.519438392202136,0.8,0.8
17338,101000001010100001000101101010001101,2684,0.26231656328092345,-0.2552573316638591,0.6000000000000001,0.9
17341,101100001000000011000101011010011101,3852,0.27260095510094423,-0.3196665940015369,0.6000000000000001,1.0
17342,101000001010000011000101001110111101,4274,0.12655545406428534,-0.42880471679440063,0.8,1.0
17352,101000101011000011000101001010001101,5858,0.26071693933516377,-0.23372541922181625,0.6000000000000001,0.8
17356,101000001000000011000100001111010101,4546,0.24167281178257946,-0.4789169304636161,0.8,1.0
17357,101000001001000001000100011001000101,6078,0.19129451375359136,-0.6794006998092107,1.0,1.0
17362,100100001010000000000100001011000101,4168,0.1998,-1.3833300616077475e-05,1.0,0.8
17365,100100001000000000000101000010001101,4534,0.15857864376269049,-0.4998699383398029,1.0,0.6000000000000001
17372,100000001000000000000100001010100101,3634,0.2967100130080564,0.09689379475500966,0.8,0.9
17375,101100001110000011000101001010011101,6096,0.09691001300805643,-0.3724838052799188,0.8,1.0
17395,101100001010000001000101001101001101,4016,0.031819094923857795,-0.5358658519096171,1.0,1.0
17397,100000001000000010000101001111101101,986,0.3962397482631415,-0.4056850768214153,0.6000000000000001,1.0
17398,100000000000000010000101001011001100,954,0.1257359312880716,-0.3019342252489952,1.0,0.8
17405,101000001110100001000101011001001101,5754,0.2578111530299988,-0.2939070674681521,0.6000000000000001,1.0
17406,111000001100000011000101001111001101,510,0.4823731384035062,-0.18244992980585525,0.4000000000000001,1.0
17414,101000001000000001000001001010011101,4068,0.0,-0.4392051192992425,1.0,0.7000000000000001
17431,101000001000000011001100001110000101,5960,0.3308929133308767,-0.3487666782292956,0.6000000000000001,1.0
17432,100000001001000100000000001010000101,4042,0.2969100130080564,-0.3907319623578936,0.8,0.8
17442,101000001000000011000100001010110101,4102,0.24342082638871146,-0.5430698036813564,0.8,1.0
17452,101100001000000001000100111001000101,5224,0.15498489750714928,-0.6603546354445654,1.0,1.0
17470,100000001000001100000101001010001101,5874,0.3759459549365317,-0.4242958920750747,0.6000000000000001,0.9
17475,111100001000000011000101011010001101,2968,0.4805555718759856,-0.23925640138039625,0.4000000000000001,1.0
17476,101000001000001001000101000000001101,3686,0.1998,-1.3331433016946989e-05,1.0,0.6000000000000001
17478,111000001010000011000100001011000101,666,0.5387452875570111,-0.2782181552647078,0.4000000000000001,1.0
17490,101000001000000101010100001010000101,6488,0.2598837937994445,-0.5492346286833747,0.8,0.9
17491,100000001000000000010101001011001101,3652,0.3784768898446868,-0.3655964185255078,0.6000000000000001,0.9
17495,101100001100000011000101001001001101,2322,0.15302280540318774,-0.43873205171369695,0.8,1.0
17515,111000001100000011000100000011000101,782,0.5769349580381541,-0.2536150626824157,0.4000000000000001,1.0
17517,101110001000000011000101000000001101,712,0.1556379516841911,-0.3869146124868941,0.8,0.6000000000000001
17519,000000001001001010000101001001001001,562,0.40568568728607657,0.16013186609232333,0.4000000000000001,0.8
17520,111000001010000011000101011000001101,2142,0.5128306222439175,-0.28043424430210523,0.4000000000000001,1.0
17521,100100001010000010000101101010001101,3654,0.1253000459048482,-0.5578475230153583,1.0,1.0
17537,001100001000000101000101001011101001,3782,0.4062118233034885,0.004828140417783899,0.4000000000000001,0.8
17543,001000101000000011000101001010001001,4492,0.3843402788457529,-0.14111573946919675,0.8,0.8
17552,100000001001000100000101001001001101,4862,0.26370699490741284,-0.5824906868011545,0.8,1.0
17571,101010001000000011000100001001000101,9404,0.28357648186046985,-0.6087294663279117,0.8,0.8
17578,100100001001000110000101001010001101,1484,0.5248294356052052,-0.20697719672136644,0.4000000000000001,0.9
17594,100000001010000010000101001010011101,5832,0.13034127733599146,-0.5953904619644037,1.0,1.0
17596,100100001001000000000101000011001101,1374,0.12643426165138538,-0.5026819004735636,1.0,1.0
17603,101000001001000011000001000000001101,742,0.0969100130080564,-0.3660548268173409,0.8,0.7000000000000001
17608,101000001000100111000101001010001101,7218,0.25585416285810364,-0.3136668398381701,0.6000000000000001,0.9
17610,100000001001010000000101001001001101,8938,0.5040832036247862,-0.17349594402636698,0.4000000000000001,1.0
17621,101100001000000101000001001010001101,1078,0.13834781069581953,-0.437295756133006,0.8,0.9
17623,101001001000000011000100001010010101,6528,0.3027460029231439,-0.3279191562567823,0.6000000000000001,1.0
17627,101101001000000001000001001010001101,6116,0.3046914620909753,-0.20162016813184666,0.6000000000000001,0.8
