,FullDesign,NFE,TargetRatioObjective,StiffnessObjective,FeasibilityScore,StabilityScore
243,000000100000000100000000000010100000,0,0.1998,-1.943291704885284e-05,0.4000000000000001,0.4000000000000001
249,101010001010000001010101001010001101,1230,0.0,-0.5324811847870389,0.4000000000000001,0.8
263,010011000000000000010000000000000000,0,0.1998,-1.7680652011669587e-05,0.8,0.30000000000000016
284,100010001000001000000000110101000101,0,0.14178308751020385,-0.37030593697353104,0.4000000000000001,0.9
316,111000001010000001000101101010001101,774,0.04841909315568802,-0.6305260623892631,0.4000000000000001,0.8
326,000000000000000100000000000010100000,104,0.1998,-2.7373751099704365e-05,0.8,0.30000000000000016
327,101000001010000001000101011010001101,4589,0.034850475471123736,-0.6090431847061847,0.8,0.8
348,000000110010001000000000000001000010,0,0.1998,-1.2786661853828426e-05,0.4000000000000001,0.7000000000000001
355,111100001000000001000101001010001101,742,0.08035221020822547,-0.6718067281450574,0.6000000000000001,0.8
356,000000000000001000000000000000000010,0,0.1998,-3.5361304023339174e-05,1.0,1.1102230246251563e-16
359,111000001000000001000101001010001101,746,0.1,-0.7239819004524887,0.6000000000000001,0.6000000000000001
362,000000100000000100000000001000010000,0,0.1998,-2.175214709012497e-05,0.8,0.4000000000000001
370,101000001010000101000101001010101101,618,0.058776255251896885,-0.6242017948429995,0.6000000000000001,1.0
371,101000001110000001000101001010001101,1204,0.0,-0.5491281446794382,1.0,0.8
373,000000000000010100110000000000000000,0,0.1998,-1.610578696488945e-05,0.6000000000000001,0.4000000000000001
379,111000000000000001001000000101000100,0,0.0,-0.21729297795184074,0.6000000000000001,0.30000000000000016
381,101000001010000101000101001010001101,2765,0.03485047547112372,-0.6090431847061846,0.8,0.9
392,101000001010000001000101000010001111,1087,0.0,-0.5429864253393665,0.4000000000000001,0.6000000000000001
398,000000000001000000001000000001000010,0,0.1998,-2.1936660504591567e-05,0.8,0.4000000000000001
409,001000000000000001000100000000000000,0,0.1998,-4.993096253863384e-05,1.0,1.1102230246251563e-16
426,111000001000000011000101001100001101,730,0.09187896968583882,-0.6908119755732617,0.6000000000000001,0.8
427,101000001000000011000101001100001101,534,0.059638233451419186,-0.6150959726776,1.0,0.8
429,101000101000000011000101001100001101,535,0.02107523108143548,-0.5304815127597052,0.6000000000000001,1.0
441,101000001000000111000101001000001101,431,0.08912586197027975,-0.6351795861047819,1.0,0.7000000000000001
442,101001001000000011000101001100111101,349,0.029645441056228967,-0.5257147298024573,0.4000000000000001,1.0
446,111000001000000111000101001101001101,339,0.1032362608138809,-0.6517592276156504,0.6000000000000001,0.8
448,101000001010000011000101000010001111,838,0.02001964410996877,-0.5651385196369432,0.4000000000000001,0.8
451,111000001000000111000101001100001101,491,0.10487736324448617,-0.6947297072052337,0.6000000000000001,0.8
453,101000001000000011000101011011001101,471,0.07272964205521917,-0.5779812855909756,0.8,1.0
455,001000100000001101000000100000000000,0,0.1998,-1.4798133715763007e-05,0.6000000000000001,0.9
463,100101001010000000010101001100001101,187,0.0696600991425154,-0.4839332405636499,0.4000000000000001,1.0
466,111000000000000011000101001100001100,539,4.440892098500625e-17,-0.4316797866097277,0.8,0.8
468,101000001010000011000101001010001111,833,0.048419093155687994,-0.6305260623892629,0.4000000000000001,0.8
470,100000101000100000000000000000100101,0,0.1998,-1.3988609906959327e-05,0.6000000000000001,0.7000000000000001
473,111000001010000011000101001010001101,1318,0.04841909315568802,-0.6305260623892631,0.4000000000000001,0.8
474,000000000000000000000000100000000000,0,0.1998,-0.00010591956660671836,1.0,1.1102230246251563e-16
479,111010001000000011000101001100001101,552,0.1048773632444862,-0.6947297072052339,0.4000000000000001,0.8
484,101000001010000001000101001010101101,2930,0.03485047547112372,-0.6090431847061846,0.8,0.9
486,100001001000000010000010000000000101,0,0.1998,-1.591135431796412e-05,0.6000000000000001,0.30000000000000016
499,101000001000000011001101001100001101,1019,0.0,-0.5321342441674862,0.4000000000000001,0.8
501,011000001000000011000101001100001001,642,6.661338147750939e-17,-0.43167978660972783,0.8,0.8
507,010011000000000000000000100110000000,0,0.1998,-1.4883298773971673e-05,0.6000000000000001,0.4000000000000001
511,100001010000010000000000000100000100,0,0.1998,-1.462444033639438e-05,0.4000000000000001,0.7000000000000001
513,000000000100000000101100010000000000,0,0.1998,-1.5803090158792352e-05,0.6000000000000001,0.6000000000000001
515,001100000000010001000000101000000000,0,0.1998,-1.913448068544906e-05,0.6000000000000001,0.5000000000000001
524,010100000001000000001000001110000000,0,0.1998,-1.462444033639438e-05,0.4000000000000001,0.6000000000000001
525,101000001000000011000101001000101111,517,0.11279207983420897,-0.704352910655071,0.6000000000000001,0.8
533,000000000100001000011000100000000000,0,0.1998,-1.610578696488945e-05,0.8,0.7000000000000001
535,101010001100000101000011010001001101,309,0.1137095369469574,-0.6320570217403508,0.4000000000000001,0.9
542,101000001010000011000101001010001101,1186,0.0,-0.5491281446794382,1.0,0.8
550,101011001000000011000001001100001101,336,0.02355764515870651,-0.4450391554508158,0.4000000000000001,0.8
554,101001001000000011000101001100001101,494,4.440892098500625e-17,-0.5321342441674862,0.4000000000000001,0.8
563,111000001000000011000101011100001101,322,0.1048773632444862,-0.6947297072052337,0.4000000000000001,0.8
564,101000001000000111000101000010011101,448,0.03976215868298694,-0.5044548638271172,1.0,1.0
567,101000001010001011000101001100001101,583,0.01097189357533035,-0.4974595279800194,0.6000000000000001,1.0
568,000000000000010000001000100000000010,0,0.1998,-2.020347624946977e-05,0.6000000000000001,0.20000000000000015
581,101000001000000011000100001100100111,450,0.1793326824901616,-0.7825723727309615,0.6000000000000001,0.8
589,101001001011000001000101001000011101,842,0.0,-0.49062021857456295,0.4000000000000001,1.0
591,100000000000001100000000000100100100,0,0.5999999999999999,-0.03816782503417189,0.6000000000000001,0.5000000000000001
595,000000101000000100000001001010001001,0,0.0,-0.1844660256166186,0.8,0.8
596,101000001010000001000001001010001111,3166,0.0,-0.5429864253393665,0.4000000000000001,0.6000000000000001
597,100000001000000110000101001011001101,120,0.16771262444510218,-0.6554677899716421,1.0,1.0
600,101000001010000001000101001110001111,814,0.04841909315568802,-0.6305260623892629,0.4000000000000001,0.8
602,000100001000000000100000010000100001,0,4.218847493575594e-16,-0.07763954010367467,0.4000000000000001,0.5000000000000001
603,100010001001000000000001000001001101,0,0.15859400102131987,-0.5762803287210091,1.0,0.9
605,101000001010000001000101001110001101,907,2.2204460492503126e-17,-0.5491281446794382,1.0,0.8
612,000010001000000000100000010000000001,0,0.1998,-1.610578696488945e-05,0.6000000000000001,0.5000000000000001
613,000011000000000000000001110000001000,0,0.1998,-1.5151486132740872e-05,0.4000000000000001,0.7000000000000001
621,000000100000010010000000000000000000,0,0.1998,-2.6510694477583756e-05,0.8,0.10000000000000007
622,000100000101000000010000000001000000,0,8.881784197001253e-17,-0.10539700086779118,0.4000000000000001,0.7000000000000001
630,100010001001000000000001001011001101,125,0.15859400102131987,-0.4880594944352757,1.0,1.0
632,000000001100000100000011010100001001,0,0.16288320892173988,-0.5057259160904866,0.6000000000000001,0.6000000000000001
647,101000001110000001000101001010001111,920,0.048419093155687994,-0.6305260623892629,0.4000000000000001,0.8
650,101010001010000001000101001010011101,813,0.035158291474299184,-0.5810946402182441,0.8,1.0
651,100100000011000000000101101001001110,106,0.13212291033293566,-0.444324049325567,0.6000000000000001,1.0
652,110000001010000000000101001010001101,714,0.15,-0.7843137254901958,0.4000000000000001,0.6000000000000001
653,100000001010000110000101001011001101,0,0.127238238560793,-0.6119570194132636,0.8,1.0
665,010010000000010000000000000000010000,0,0.1998,-1.9580049026325174e-05,0.6000000000000001,0.30000000000000016
666,100001001000001000010000100001000101,0,0.1998,-1.1262146325519679e-05,0.4000000000000001,0.6000000000000001
672,100000001010000010000101001011001101,123,0.12265409196609865,-0.5981575767356156,1.0,1.0
676,000011000010001000000100000000000000,0,0.1998,-1.768065201166958e-05,0.4000000000000001,0.30000000000000016
678,100000010000000000001010000000000100,0,0.1998,-1.6967109259590553e-05,0.6000000000000001,0.4000000000000001
683,100000001010000010000101001011001111,190,0.14080527888497368,-0.6761581639367451,0.4000000000000001,1.0
684,001000100000001001001000000000000000,0,0.1998,-1.7680652011669587e-05,0.8,0.20000000000000015
685,000100000011000000000101101001101010,0,0.1651119404115894,-0.4756068161277137,0.4000000000000001,1.0
720,000000001000000010000000100100000001,0,0.1998,-2.399511602917909e-05,0.8,0.5000000000000001
727,000000010000001000000100000110000000,0,0.1998,-1.766694593965404e-05,0.4000000000000001,0.6000000000000001
754,000001010000000000000000000100000000,0,0.1998,-2.399511602917909e-05,0.8,0.5000000000000001
756,111000001000000001000101001001001101,873,0.10000000000000002,-0.7016262758990491,0.6000000000000001,0.6000000000000001
757,111000001010000001000101000011001101,1085,0.02001964410996877,-0.5651385196369433,0.4000000000000001,0.8
758,101100001000001001000101001001001111,474,0.06177361658687151,-0.6061929910782834,0.4000000000000001,1.0
760,010000000000010100000000000001000000,0,0.1998,-1.958004902632517e-05,0.4000000000000001,0.5000000000000001
765,100000000010000010000000010101000110,0,0.1998,-1.3049628838269015e-05,0.6000000000000001,0.6000000000000001
773,001000000000000101000001010010101000,0,0.1998,-1.279383998429595e-05,0.4000000000000001,0.7000000000000001
777,000000000100000000010000000010100000,0,0.1998,-2.175214709012497e-05,0.6000000000000001,0.4000000000000001
781,110000000001000000000001010001001100,0,0.15999887730668388,-0.440414489560412,0.6000000000000001,0.7000000000000001
784,001100001000000001000101001001001011,642,4.440892098500625e-17,-0.4316797866097277,0.8,0.8
787,001000001101000111000001000010011001,112,0.253909757393218,-0.17307599079080316,0.6000000000000001,0.9
793,101000001000000001000101001001001111,582,0.10000000000000002,-0.7016262758990489,0.6000000000000001,0.6000000000000001
799,000000100000010000001000010001000000,0,0.1998,-1.5151486132740875e-05,0.4000000000000001,0.6000000000000001
809,000000001000010000000001000000001001,0,0.1998,-2.496548126931692e-05,1.0,1.1102230246251563e-16
812,000001010010000000000000100000000000,0,0.1998,-2.068208186584508e-05,0.6000000000000001,0.5000000000000001
817,000000010000001000001100010100000000,0,0.1998,-1.2786661853828426e-05,0.4000000000000001,0.5000000000000001
820,000000010000101000000000000000000000,0,0.1998,-2.0517991006950906e-05,0.8,0.4000000000000001
833,100000010100001000000000000010000100,0,0.1998,-1.5803090158792352e-05,0.6000000000000001,0.6000000000000001
836,000000001100000100000010001000000011,0,0.1998,-1.4064688060602136e-05,0.6000000000000001,0.5000000000000001
844,101000001011000001000101001010001111,1379,0.048419093155687966,-0.6305260623892629,0.4000000000000001,0.8
850,101100001010000001000101001010001101,1352,2.2204460492503126e-17,-0.5491281446794382,1.0,0.8
866,100100000000001000000000000000000100,0,0.1998,-2.6510694477583756e-05,1.0,0.30000000000000016
868,010100100000000000000100000100000000,0,0.1998,-1.8574366493716867e-05,0.6000000000000001,0.6000000000000001
878,001000000000000001010001000010011000,0,0.1998,-1.7316533216339993e-05,1.0,0.8
882,101000001010000101000101011000001111,893,0.123056137253437,-0.7313942637631258,0.4000000000000001,1.0
885,000001001000100100001000000000010001,0,0.1998,-1.2602093468391573e-05,0.4000000000000001,0.7000000000000001
893,101000001010000101000101011010001101,1328,0.06055587915706626,-0.6329524516546424,0.6000000000000001,1.0
907,101000001100000111010101000100001101,673,0.0018995946526675132,-0.42124778638679705,1.0,1.0
908,011001010001000001000000000000010000,0,0.1998,-1.2850198210415519e-05,0.4000000000000001,0.7000000000000001
923,101000001010000001000101011010011101,1163,0.033657571920220807,-0.5736432812576133,0.6000000000000001,0.8
934,000000000001100000000100001001000000,0,0.1998,-2.120362254455787e-05,0.8,0.5000000000000001
966,101000001010000001000101001001001111,1172,0.08035221020822547,-0.6718067281450573,0.6000000000000001,0.8
978,000000001000000000000010100000000001,0,0.1998,-2.766660123215495e-05,1.0,1.1102230246251563e-16
981,110000001100000110010001000100001101,190,0.1220948405874636,-0.5780397117702056,0.4000000000000001,0.9
985,101010001010000001000101001010001101,1500,0.03485047547112372,-0.6090431847061846,0.8,0.8
988,000010100001000000000000000000000000,0,0.1998,-2.544750140538042e-05,1.0,1.1102230246251563e-16
1009,000010000000001000000011000000001000,0,0.1998,-1.768065201166958e-05,0.6000000000000001,0.5000000000000001
1032,000010100000100000010000000000010000,0,0.1998,-1.4460886971886308e-05,0.4000000000000001,0.6000000000000001
1039,100010001001000000000010001000000101,0,0.1998,-1.4064688060602136e-05,0.8,0.7000000000000001
1064,101000001010000001000101001001001101,1218,0.041948359047953424,-0.5905025267061762,1.0,0.8
1065,101000001010000101000101001001001111,1110,0.09563975898269524,-0.6783742529741424,0.4000000000000001,1.0
1068,010000001010000100000100000010000001,0,0.1998,-1.6218253046731094e-05,0.4000000000000001,0.7000000000000001
1074,000001000000000000000100100000000000,0,0.1998,-3.393421851918111e-05,0.6000000000000001,1.1102230246251563e-16
1091,101000001010000101000101001000001111,1132,0.11279207983420897,-0.7235017178618349,0.4000000000000001,0.9
1101,101000001010000001000101011000001111,1023,0.11279207983420897,-0.7235017178618349,0.6000000000000001,0.8
1107,000110100000000000000000101100010000,0,0.1998,-1.3459701631819306e-05,0.6000000000000001,0.9
1116,000000100100000010001000000100000000,0,0.1998,-1.766694593965404e-05,0.6000000000000001,0.5000000000000001
1154,000000000001000100000011100001001000,0,0.18017872829546427,-0.37202521233381697,0.6000000000000001,0.6000000000000001
1175,101010101010000001000101001010001101,1809,0.0,-0.5324811847870389,0.6000000000000001,0.8
1181,000100001100100000000100000000000001,0,0.1998,-1.8574366493716867e-05,0.4000000000000001,0.5000000000000001
1186,000000010000000000000000000000000000,0,0.1998,-5.295978330335919e-05,1.0,1.1102230246251563e-16
1222,000110000000000000000010100000000000,0,0.1998,-2.120362254455787e-05,0.8,0.4000000000000001
1225,001001000000000101100000000000000000,0,0.1998,-1.6525232340716492e-05,0.6000000000000001,0.4000000000000001
1240,111000001000000101000011000001001101,892,0.112792079834209,-0.7043529106550709,0.4000000000000001,0.7000000000000001
1242,001110000000000001000001010100101000,0,0.1998,-1.1065743535628388e-05,0.6000000000000001,0.7000000000000001
1244,100100000000100000000000001000000100,0,0.1998,-2.2524292651039354e-05,0.8,0.30000000000000016
1245,110000000000000000001001000000001110,0,0.1998,-1.4979288761590148e-05,0.4000000000000001,0.10000000000000007
1252,000000000000001100000100000000010000,0,0.1998,-2.175214709012497e-05,0.6000000000000001,0.4000000000000001
1256,001000000000100001000000100100010000,0,0.5999999999999999,-0.07248714128137508,0.6000000000000001,0.7000000000000001
1258,000001000000010000100000001000000000,0,0.1998,-1.9134480685449066e-05,0.4000000000000001,0.10000000000000007
1266,111000001000000001000101001010101101,1229,0.11279207983420897,-0.7235017178618349,0.4000000000000001,0.9
1273,101000001000000001000111001010001101,1167,0.1,-0.7239819004524888,0.4000000000000001,0.6000000000000001
1279,000001000000000000000101011000001010,0,0.1998,-1.4633830875797794e-05,0.4000000000000001,0.5000000000000001
1281,011000000000000011010001000010111000,0,0.1998,-1.0474614655422681e-05,0.6000000000000001,0.9
1286,000100001000000000000000000000110001,0,0.1998,-2.120362254455787e-05,1.0,0.5000000000000001
1298,000000000000010010000000000000100000,0,0.1998,-2.6510694477583756e-05,0.6000000000000001,0.30000000000000016
1299,111000001000000001000101011010001101,1211,0.11279207983420897,-0.7235017178618351,0.4000000000000001,0.8
1312,000000010000100000010000000000000010,0,0.1998,-1.6105786964889453e-05,0.4000000000000001,0.4000000000000001
1325,101000001000000001000101001010001111,1189,0.10000000000000002,-0.7239819004524888,0.4000000000000001,0.6000000000000001
1331,000101000000000000000001000000001000,0,0.1998,-2.766660123215495e-05,0.8,0.30000000000000016
1338,000000001001000000001010100000010001,0,0.1998,-1.462444033639438e-05,0.4000000000000001,0.6000000000000001
1343,001000011000000101000000100000010001,0,0.1998,-1.2595128830148378e-05,0.6000000000000001,0.9
1352,101100001100000001000001101010101101,429,0.037775665943982316,-0.4854131569421431,0.4000000000000001,1.0
1356,001000000001000001000011100001001000,147,0.1999999999999999,-0.22972017161839406,0.8,0.7000000000000001
1358,101000001000000111001101011000001101,444,0.06055587915706626,-0.5829070278750237,0.4000000000000001,0.8
1363,001000000000101001000100000100010000,0,3.0,-0.02043125750277496,0.6000000000000001,0.8
1367,100000010000001000000000000000000100,0,0.1998,-2.120362254455787e-05,1.0,0.4000000000000001
1368,010000000100001000000101001000001010,161,0.1998,-1.2857447873962358e-05,0.4000000000000001,0.5000000000000001
1374,111100001000000001000101001001001101,1036,0.0918789696858388,-0.6908119755732616,0.6000000000000001,0.8
1382,001000010001000001000011100001001000,0,0.1477592250072516,-0.2436550366900559,0.4000000000000001,0.7000000000000001
1387,001100001100000001000001000110001001,0,0.8053300858899103,-0.09670359617595267,0.8,1.0
1391,101000001000000111001101001100001101,531,0.03179943903310194,-0.5568445156204619,0.4000000000000001,0.8
1392,101110001100000001000101000010011101,277,0.017707759055862658,-0.42774299638041097,0.6000000000000001,1.0
1396,100000100110000110000001000011001100,0,0.4513510256651446,-0.10684050812749077,0.4000000000000001,1.0
1398,000110011000000000000000010000000001,0,1.7763568394002506e-16,-0.07763954010367442,0.8,0.5000000000000001
1400,000100000000000010000010000000000010,0,0.1998,-2.1936660504591567e-05,0.6000000000000001,0.30000000000000016
1401,101000001010000001000101001011001111,1198,0.048419093155687966,-0.6305260623892629,0.4000000000000001,0.8
1402,101000001000000111001101010000001101,423,0.01991445477455054,-0.4780866138018365,0.6000000000000001,0.7000000000000001
1405,000100000001001000000000000100000000,0,0.1998,-2.312079387578216e-05,1.0,0.5000000000000001
1407,000001001000000010100001000000101001,134,0.06793765405432764,-0.1905079310823707,0.6000000000000001,0.5000000000000001
1416,101000001000000111000101011000001111,476,0.123056137253437,-0.7144565748737122,0.6000000000000001,0.8
1421,001100001000101001010000100000000001,0,0.7064381739967074,-0.10197892503017844,0.4000000000000001,0.7000000000000001
1423,101000001000000111000111011000001101,331,0.123056137253437,-0.7144565748737121,0.4000000000000001,0.8
1426,100000000000000000000000001010100100,0,0.1998,-2.402040647349672e-05,0.8,0.10000000000000007
1427,101010000001001001000001010100001110,523,0.005082717421088722,-0.3839940461136314,0.4000000000000001,0.9
1433,111100001000000001000101011000001101,592,0.11279207983420897,-0.704352910655071,0.6000000000000001,0.8
1434,101010001001001001000101001100001101,441,0.05250295999729702,-0.5180802524362257,0.6000000000000001,1.0
1436,101000001000000001100101001010001101,344,0.059638233451419165,-0.570615427845652,0.4000000000000001,0.7000000000000001
1437,101010001001001001000101001100011101,441,0.05174722387411335,-0.5060189572027236,0.4000000000000001,1.0
1451,101000001010000001001101001000001101,1024,0.0,-0.5429864253393667,0.4000000000000001,0.6000000000000001
1460,000000000000001100000001000001101000,0,0.1998,-1.4798133715763003e-05,0.4000000000000001,0.6000000000000001
1461,000000100000100000000000100000000000,0,0.1998,-2.544750140538042e-05,0.6000000000000001,0.20000000000000015
1469,101000001000000111001001011000001101,385,0.01991445477455052,-0.4780866138018365,0.4000000000000001,0.7000000000000001
1473,000000000000000000010000000010100000,0,0.1998,-2.7373751099704365e-05,0.6000000000000001,0.30000000000000016
1480,000000100010110010011000000000000000,0,0.1998,-1.1415037486380275e-05,0.4000000000000001,0.5000000000000001
1482,101000001010000001000101001011001101,1317,4.440892098500625e-17,-0.5491281446794382,1.0,0.8
1487,000000010000011000000000100000000000,0,0.1998,-1.766694593965404e-05,0.8,0.7000000000000001
1492,000000000100100000100000001001100000,0,0.1998,-1.3459701631819306e-05,0.4000000000000001,0.6000000000000001
1505,000000000001100010000000001100110000,0,0.1998,-1.3459701631819306e-05,0.8,0.8
1506,101000000000000111000001011100011100,293,0.02775744109664462,-0.3363935449703756,0.6000000000000001,0.8
1507,101100001110001011000001111000001101,322,0.021835710306552868,-0.4050772950853603,0.4000000000000001,1.0
1513,100000010000001100000000000000000100,0,0.1998,-1.610578696488945e-05,0.6000000000000001,0.4000000000000001
1539,000000000010011000000000100000000000,0,0.1998,-2.2524292651039354e-05,0.8,0.20000000000000015
1541,100100010000000000000000100000000100,0,0.1998,-1.9563241343640855e-05,0.8,0.5000000000000001
1552,000101000001000000000100000010100010,0,0.1998,-1.3538158427626312e-05,0.4000000000000001,0.8
1566,000101000001000100000000000000100010,109,0.1998,-1.3255347238791875e-05,0.4000000000000001,0.7000000000000001
1572,000000000000001100010000000001000000,0,0.1998,-1.8441909408185806e-05,0.4000000000000001,0.6000000000000001
1574,000000000010000010000000000000000000,0,0.1998,-6.204624559753524e-05,1.0,1.1102230246251563e-16
1581,000000001000010000000000001000000001,0,0.1998,-2.995857752318031e-05,0.8,1.1102230246251563e-16
1590,000000000000000010000000011001000000,0,0.1998,-2.4699976682382985e-05,1.0,0.6000000000000001
1594,000001100001010000001000000100000000,0,0.1998,-1.3538158427626315e-05,0.4000000000000001,0.7000000000000001
1600,000000000000000010000010001000000010,0,0.1998,-2.335327412461177e-05,0.6000000000000001,1.1102230246251563e-16
1601,011010000011000001000100001000010000,0,0.2,-0.5181555414818759,0.4000000000000001,0.9
1610,000100000001000000000100000010000000,0,0.1998,-3.102312279876762e-05,1.0,1.1102230246251563e-16
1639,000000001000000100000001010000001011,0,0.1998,-1.430394794907029e-05,0.8,0.6000000000000001
1644,000101000001000100000000000000000000,0,0.1998,-2.120362254455787e-05,0.4000000000000001,0.30000000000000016
1652,000000000000000010000000011001010000,104,0.1998,-2.002924493162232e-05,0.6000000000000001,0.6000000000000001
1662,000000000100100000011000000010000010,0,0.1998,-1.3759698545123755e-05,0.6000000000000001,0.5000000000000001
1670,001010000100000001000000001000110000,0,0.1998,-1.4542203805386391e-05,0.8,0.6000000000000001
1694,101001001010000001000101001000001101,446,0.0,-0.5429864253393666,0.4000000000000001,0.6000000000000001
1696,000000001000011000000001010000001001,102,0.1998,-1.430394794907029e-05,0.8,0.5000000000000001
1703,000010000000000000000100000000000010,0,0.1998,-2.860789589814058e-05,1.0,1.1102230246251563e-16
1711,010000100000000000010011000000001000,0,0.1998,-1.430394794907029e-05,0.6000000000000001,0.4000000000000001
1739,000001000010000000000000010000010000,0,0.1998,-2.2524292651039354e-05,0.6000000000000001,1.1102230246251563e-16
1763,000000011001000000000001111001001001,0,0.08230832190850508,-0.21457149452271865,0.6000000000000001,0.9
1769,000101000000000000000000100000010000,0,0.1998,-2.399511602917909e-05,0.8,0.20000000000000015
1780,101100001000000001000001001010011101,703,0.0,-0.4667603532298039,1.0,1.0
1798,000100001000000000000110000000000001,0,0.1998,-2.335327412461177e-05,0.6000000000000001,1.1102230246251563e-16
1807,001000100000100011010000101000000000,0,2.1060952672492945,-0.026750630108209,0.4000000000000001,0.8
1816,100000000000000000000000000000000100,0,0.1998,-7.489644380795077e-05,1.0,1.1102230246251563e-16
1826,000000001001000000101000000000000011,124,0.1998,-1.462444033639438e-05,0.4000000000000001,0.30000000000000016
1833,100000001000000100010010000000000101,0,0.1998,-1.430394794907029e-05,0.8,0.8
1846,000000001001000000001000000110100001,0,0.1998,-1.4883298773971673e-05,0.4000000000000001,0.6000000000000001
1856,101000001010000001000111001000001101,587,0.1,-0.7239819004524888,0.4000000000000001,0.6000000000000001
